"SDOH Category","Resource","Resource Element","Code System","Code","Description","Grouping","Definition","Is Panel Code","Is Multiselect"
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-6","Assessment for transportation insecurity","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-9","Assessment of barriers in financial security care plan","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-9","Assessment of barriers in financial security care plan","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-09","Assessment of barriers in housing insecurity care plan","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-9","Assessment of barriers in inadequate housing care plan","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-3","Assessment of barriers in transportation insecurity care plan","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assessment of employment status","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of familial role (caregivers, dependents, spouse, etc.)","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of familial role (caregivers, dependents, spouse, etc.)","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of gender","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of gender","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-8","Assessment of goals to achieve adequate housing","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-8","Assessment of goals to achieve financial security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-8","Assessment of goals to achieve financial security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-08","Assessment of goals to achieve housing security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-2","Assessment of goals to achieve transportation security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of health insurance status","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of health insurance status","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-4","Assessment of health risk","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of household size","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of household size","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of income","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of income","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of military or veteran status","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of military or veteran status","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assessment of patient barriers","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assessment of patient goals","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assessment of progress toward goals","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-7","Assessment of progress toward goals to achieve adequate housing","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-7","Assessment of progress toward goals to achieve financial security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-7","Assessment of progress toward goals to achieve financial security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-07","Assessment of progress toward goals to achieve housing security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-1","Assessment of progress toward goals to achieve transportation security","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","CRISPeR","N/A","Assessment of race or ethnicity","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","CRISPeR","N/A","Assessment of race or ethnicity","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-5","Assessment of social risk","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Assistance with application for a Benefit Enrollment Assistance Program","Assistance with application","To give support or aid to; help","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assistance with application for Benefit Enrollment Assistance Programs","Assistance with application","To give support or aid to; help","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-70","Assistance with application for Bike-Share Program","Assistance with application","To give support or aid to; help","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-94","Assistance with application for Car Repair Program","Assistance with application","To give support or aid to; help","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-74","Assistance with application for Car-Share Program","Assistance with application","To give support or aid to; help","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assistance with application for Cash Assistance Program for Immigrants (CAPI)","Assistance with application","To give support or aid to; help","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-91","Assistance with application for Cash Assistance Program for Immigrants (CAPI)","Assistance with application","To give support or aid to; help","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assistance with application for Child Care Assistance Program","Assistance with application","To give support or aid to; help","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-86","Assistance with application for Child Care Assistance Program","Assistance with application","To give support or aid to; help","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-93","Assistance with application for Children's Health Insurance Program (CHIP)","Assistance with application","To give support or aid to; help","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Assistance with application for community resource assistance","Assistance with application","To give support or aid to; help","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-90","Assistance with application for Donated Vehicle Program","Assistance with application","To give support or aid to; help","",""
