id,name,alternate_name,description,email,url,tax_status,tax_id,year_incorporated,legal_status
435,"Father McKenna Center",,"The Father McKenna Center is an independent 501(c)3 in the Ignatian Catholic tradition, steps from the US Capitol in Washington, DC. We serve men struggling with homelessness and families in Ward 6 dealing with food insecurity. We provide a structured program supporting our mission of Meetings Needs&hellip; Reclaiming Lives. We depend on community support. If you are able to help you can pray for us, volunteer with us, or donate to support our work.",,,,,,
436,"DC Public Library (DCPL) System",,"The District of Columbia Public Library (DCPL) is the public library system for residents of Washington, D.C. The system includes 26 individual libraries including Martin Luther King Jr. Memorial Library (the central library).

The DC Public Libraries have varying hours of operation and all offer a wide range of services. Beyond checking out books, the Library offers adult education/literacy courses, computer courses, tax preparation assistance, college planning services, and services for job seekers. For more information on each specific library branch refer to the DCPL website. Residents of the DC Metropolitan Area can apply for a library card online or in person by providing identification that includes name and address.",,https://www.dclibrary.org,,,,
437,"Breathe DC",,"Breathe DC makes every breath count by promoting healthy lifestyles and preventing lung disease throughout the District of Columbia, especially in communities affected by health disparities. We advocate for stronger laws and policies to safeguard healthy air and protect lungs from smoke, air pollution and allergens. Our public health programs empower youth and adults with lung diseases like asthma and COPD to lead fuller, more active lives.",info@breathedc.org,https://breathedc.org,,,,
438,"DC Central Kitchen",,"Community kitchen cafe offering a variety of social ventures to the community including:
- Culinary job training
- Cafe and catering
- Healthy school food
- Healthy corner stores
- Community meals",,http://www.dccentralkitchen.org/,,,,
439,OIC/DC,"Opportunities Industrialization Center","Offers services to unemployed individuals seeking professional development.",,http://oicdc.org/,,,,
440,"Helping Hands Food Distribution Ministry (First Rising Zion Baptist)",,"An emergency food pantry once every other Tuesday from 10:00AM to 12:00PM.",,http://www.firstrising.org/community-outreach/helping-hands.html,,,,
441,"The United Church",,"A local church offering services to the community.",info@theunitedchurch.org,http://www.theunitedchurch.org/,,,,
442,"Community Outreach and Development ","Community Development Corporation Community Outreach","Community Outreach and Development (Community Development Corporation Community Outreach) is a nonprofit organization established in the year 2000 whose mission is developing and implementing programs to better the quality of life for families and individuals. Our vision is to provide quality

services that enable  persons to become self-sufficient and

productive members of the community. Our main service

areas are outlined in this brochure: Community Services

and Economic Development.



The programs implemented are focused on nurturing

self-empowerment, which we believe creates a better

quality of life for those persons who contact us.  Each year,

we serve more than 6,500 individuals, with  everything

from food and clothing to financial assistance and

workforce development resources.



We recognize that alone we are unable to address the many needs of our community; because of this, we have initiated many partnerships with law enforcement, educators, the   business community, the faith  community, and the agencies and organizations that share our  mission.. It is through these partnerships that we have been able to accomplish many of our  successes.",,https://www.communityoutreachcdc.org/,,,,
443,"DC Department of Health (DC Health)","DC Department of Health","DC Health promotes health, wellness and equity, across the District, and protects the safety of residents, visitors and those doing business in our nation&rsquo;s Capital.

Our responsibilities include identifying health risks; educating the public; preventing and controlling diseases, injuries and exposure to environmental hazards; promoting effective community collaborations; and optimizing equitable access to community resources.",doh@dc.gov,https://dchealth.dc.gov/page/about-dc-health,,,,
444,"NATIONAL MULTIPLE SCLEROSIS SOCIETY: TRANSPORTATION",,"Provides cab vouchers, a maximum of two times a month, for multiple sclerosis related visits to doctors, support groups and counselors.",,http://nationalmssociety.org,,,,
445,"Central Union Mission",,"Central Union Mission is a faith-based 501(c)(3) nonprofit organization and the oldest private social service agency in Washington, DC.  In addition to its emergency shelter, which provides over 62,000 bed-nights each year, the Mission operates a holistic, Christ-centered transformation and workforce development program for men, provides benefits for veterans, helps people overcome addictions, operates a food and clothing distribution center, which provides food for over 4000 people each month, runs a camp for underprivileged children, and offers a ministry to families and senior citizens.

The Mission is continually developing its programs to meet the changing needs of the community. Its programs serve homeless men, underprivileged women, children, seniors, families and veterans.

One life at a time, the Mission works to help transform the area&rsquo;s toughest rehabilitation cases&mdash;including drug addicts, gang members, criminal offenders and the chronically homeless&mdash;into productive members of society. The Mission&rsquo;s programs have an extremely high success rate at helping individuals overcome addiction and homelessness and achieving independent living.",,https://www.missiondc.org,,,,
